adrid,adr_info
Oesophagitis ulcerative,07.04.05.003
Dermatitis,23.03.04.002
Salivary hypersecretion,07.06.01.009
Posture abnormal,15.03.05.029;17.02.05.033
Enterococcal infection,11.02.08.002
Pica,14.03.02.014;19.09.01.009
Pituitary tumour,05.03.05.002;16.24.01.003
Metabolic disorder,14.11.01.001
Brain neoplasm benign,16.09.01.001;17.18.01.001
Dermatitis bullous,23.03.01.002
Gallbladder polyp,09.03.02.003;16.06.02.002
Head discomfort,17.02.05.027
Apgar score low,13.15.01.012
Peripheral coldness,08.01.09.010;23.06.04.008;24.04.03.006
Conversion disorder,19.24.01.001
Osmotic demyelination syndrome,17.16.02.004
Pupillary deformity,06.05.03.011
Nasal odour,22.04.03.014
Acne cystic,23.02.01.005
Glucose tolerance decreased,13.02.02.004
Epicondylitis,12.01.07.001;15.07.01.007
Cinchonism,12.03.01.034
Application site discolouration,08.02.01.030;12.07.01.030;23.03.03.023
Gastric ulcer helicobacter,07.04.03.007;11.02.18.003
Device occlusion,27.01.02.003
White matter lesion,17.11.01.009;24.04.06.027
Cholestasis,09.01.01.001;09.02.02.005
Folliculitis,11.02.01.053;23.11.04.003
Radiation injury,12.05.02.003
Sperm concentration decreased,13.20.04.008
Radial nerve palsy,17.09.02.004
Somnolence neonatal,17.02.04.017;18.04.04.007;19.02.05.007
Arteriosclerotic retinopathy,06.10.02.004;24.03.07.008
Blood antidiuretic hormone abnormal,13.10.04.002
Sinus rhythm,13.14.04.009
Peripheral artery stenosis,24.04.03.017
Renal artery thrombosis,20.01.07.010;24.01.11.001
Epidermolysis bullosa,03.05.01.001;23.03.01.010
Suppressed lactation,18.06.02.006;21.05.02.006
Bronchopulmonary dysplasia,18.04.10.001;22.11.01.001
Pneumonia bacterial,11.02.01.009;22.07.06.004
Hypoaesthesia eye,06.01.01.007;17.02.06.019
Chest X-ray abnormal,13.19.02.001
Pharyngeal lesion,22.04.05.011
Chorioretinitis,06.04.06.003;11.01.06.010
Injection site dryness,08.02.03.045;12.07.03.045;23.03.03.056
Fluid retention,14.05.06.002;20.01.02.003
Drug-induced liver injury,09.01.07.023;12.03.01.044
Hair disorder,23.02.06.003
Delirium tremens,08.06.02.006;12.03.01.037;19.13.02.002;08.06.02.002;19.07.06.005
Pharyngeal disorder,22.04.05.007
Skin induration,23.03.03.020
Upper airway obstruction,22.12.03.032
Corneal perforation,06.06.03.006;12.01.04.003
Oral pruritus,07.05.05.002
Serositis,08.01.05.006
Oesophageal perforation,07.04.05.001
Medication overuse headache,08.06.02.015;17.14.01.015
Connective tissue disorder,10.04.04.026;15.06.01.006
Peritoneal adhesions,07.07.03.002;12.02.03.008;21.07.04.002
Retinopathy proliferative,05.07.01.004;06.10.02.005;14.07.01.004;24.03.07.010
Eye naevus,06.12.02.001;16.34.02.001
Mental disorder,19.07.01.002
Ear infection,04.03.01.006;11.01.05.001
Drooling,17.02.05.005;07.06.01.009
Syncope,02.11.04.015;17.02.04.008;24.06.02.012;02.11.04.013;15.05.04.018;17.02.05.009;17.04.06.001;17.05.02.016;24.03.04.002;24.06.02.010
Complex partial seizures,17.12.02.005;17.12.03.001;17.12.03.008;17.12.03.010;17.12.03.011;17.12.03.020
Liver disorder,09.01.08.001
Band neutrophil count increased,13.01.06.031
Laceration,12.01.06.016;23.03.11.041
Orthostatic hypotension,17.05.01.020;24.06.03.004
Feeling of relaxation,08.01.09.017
Hypoalbuminaemia,09.01.02.003;14.10.01.002
Amaurosis,06.02.10.001;06.02.10.003;06.02.10.006;17.17.01.003;17.17.01.004
Implant site pain,08.02.02.008;12.07.02.008
Hydrometra,21.10.01.013
Foetal acidosis,18.03.02.002
Cardio-respiratory distress,02.05.01.011;22.02.06.008
Pneumonia aspiration,11.01.09.019;22.07.01.015
Renal cortical necrosis,20.01.07.006;24.04.11.002
Alcoholic pancreatitis,07.18.01.005
Retinal scar,06.09.03.017;12.01.04.021
Endometrial neoplasm,16.12.06.004;21.07.02.009;16.12.02.001;21.07.02.002
Low set ears,03.13.01.002;04.06.01.002
Enlarged clitoris,05.05.01.004;21.08.02.001
Brugada syndrome,02.03.02.033;03.07.07.004
Status epilepticus,17.12.03.005
Vascular pain,24.03.02.026
Developmental glaucoma,03.01.05.001;06.03.02.001
Erythema,23.03.06.001
Penile haematoma,21.12.01.010;24.07.03.017
Gingival bleeding,07.09.07.001;24.07.02.010
Palpable purpura,10.02.02.019;23.06.02.006;24.12.04.018
Sick sinus syndrome,02.03.03.017
Anxiety disorder,19.06.01.002
Ascariasis,07.19.02.004;11.08.01.001
Ileus,07.13.01.001
Infusion related reaction,08.01.03.002;10.01.01.017;12.02.05.009
Blood potassium increased,13.11.01.011
Feminisation acquired,05.05.02.007;21.10.04.004
Diffuse large B-cell lymphoma,01.15.02.001;16.28.02.001
Goodpasture's syndrome,10.04.04.006;20.05.01.009;22.01.01.010
Myoglobinaemia,02.04.02.028;15.05.03.028
Eye swelling,06.08.03.003
Stevens-Johnson syndrome,10.01.01.045;11.07.01.005;12.03.01.014;23.03.01.007;10.01.01.006;11.07.01.006;12.03.01.015;23.03.01.008
Clitoral engorgement,21.08.02.006
Hordeolum,06.04.04.006;11.01.06.002
Cataplexy,15.05.04.010;17.15.01.003;19.02.02.003
Thrombosis in device,24.01.01.018;27.01.02.006
Diverticulum,07.10.01.001
Sensitivity of teeth,07.09.06.005
Hepatic cirrhosis,09.01.04.001
Ureterostomy site discomfort,12.02.10.006
Lordosis,15.10.04.005
Thyroiditis,05.02.04.001
Iron binding capacity total,13.11.01.037
Peripheral sensory neuropathy,17.09.03.005
Rash follicular,23.03.10.001
Dysgraphia,17.02.03.006;17.02.03.013;19.21.01.007
Leiomyoma,15.09.02.002;16.18.01.003;16.04.02.001;21.07.02.004
Pneumothorax,22.05.02.003;22.05.02.007
Hepatic cyst,09.01.08.008;16.06.02.001
Progressive multifocal leukoencephalopathy,11.05.05.001;17.16.02.002
Infusion site induration,08.02.05.009;12.07.05.010
Emotional poverty,19.04.02.015
Chondrolysis,15.07.03.004
Pneumonia cytomegaloviral,11.05.01.001;22.07.05.001
Chemical eye injury,06.11.01.013;12.03.02.009
Lupus-like syndrome,10.04.03.003;15.06.02.004;23.03.02.004
Vessel puncture site haemorrhage,08.02.04.014;12.07.04.014;24.07.01.061
Pituitary haemorrhage,05.03.04.005;17.08.01.019;24.07.04.009
Distractibility,19.21.02.007
Pulmonary function test decreased,13.19.01.001
Teratogenicity,03.02.01.004;12.03.01.032
Aplastic anaemia,01.03.03.002
Lacrimal disorder,06.08.02.005
Lymphangioleiomyomatosis,01.09.01.018;22.01.02.018;24.09.02.004
Trisomy 21,02.08.02.003;03.20.01.002;17.03.07.005;19.21.06.005
Ovarian neoplasm,16.12.06.001;21.11.01.005;16.12.04.001;21.11.01.003
Incision site oedema,12.02.05.038
Abdominal discomfort,07.01.06.001
Acute pulmonary oedema,02.05.02.004;22.01.03.005
Fasciitis,15.03.03.001
Sinus arrest,02.03.03.007
Sclerosing encapsulating peritonitis,07.07.03.004
Paraparesis,17.01.04.006
Subdural effusion,17.02.10.010;17.11.01.018
Enterocolitis,07.08.03.003
Enuresis,19.07.04.001;20.02.02.003
Panic attack,19.06.04.001;19.06.04.002
Phimosis,03.03.01.003;21.12.01.004
Libido decreased,19.08.03.001;21.03.02.005
Systemic mycosis,11.03.05.012
Memory impairment,17.03.02.003;19.20.01.003
Rectal discharge,07.03.03.005
Myeloproliferative disorder,01.13.03.006;16.21.03.006
Skin hypertrophy,23.01.04.002
Decubitus ulcer,23.03.11.006
Muscle enzyme increased,13.04.01.003
Radiation myelopathy,12.05.02.007;17.10.01.014
Bundle branch block right,02.03.01.011
Sensitisation,08.01.05.009;10.02.01.012
Bone metabolism disorder,14.04.04.009;15.02.03.009
Suicidal behaviour,19.12.01.006
Infusion site pruritus,08.02.05.004;12.07.05.005;23.03.12.006
Cauda equina syndrome,17.10.03.006
High turnover osteopathy,14.04.04.011;15.02.03.011;20.01.01.009
Hepatic failure,09.01.03.002
Catheter site related reaction,08.02.02.001;12.07.02.001
Tumour pain,16.32.03.003
Astrocytoma,16.30.01.002;17.20.01.002;16.09.04.001;16.30.02.007;17.18.04.001;17.20.02.007
Light anaesthesia,25.01.03.003
Vascular pseudoaneurysm,12.02.01.001;24.03.02.010
Hypophagia,07.01.06.010;14.03.01.006;19.09.01.004
Zygomycosis,07.05.07.011;11.03.05.011;17.06.09.003;22.07.07.005
Facial wasting,14.08.04.004;23.07.01.004
Epilepsy,17.12.03.002;17.02.07.011
Systemic lupus erythematosus rash,10.04.03.005;15.06.02.005;23.03.13.007
Hypoglycaemia neonatal,05.06.03.006;14.06.03.006;18.04.06.003
Pituitary-dependent Cushing's syndrome,05.03.01.004;14.11.01.055;24.08.04.009
Cholecystitis chronic,09.03.01.004
Depression,19.15.01.001;19.15.02.003
Vulvitis,11.01.10.007;21.14.02.006
Tonsillar disorder,22.04.05.009
Myringitis,04.05.01.004;11.01.05.007
Eczema eyelids,06.04.04.012;23.03.04.027
Vaginal cyst,16.04.04.002;21.08.03.003
Thrombosis,24.01.01.006
Carditis,02.11.03.001;02.04.03.001
Superinfection,11.01.08.009
Clavicle fracture,12.04.01.010;15.08.03.010
Generalised erythema,23.03.06.001
Circadian rhythm sleep disorder,17.15.06.002;19.02.06.002
Viral skin infection,11.05.04.004;23.11.05.009
Lymphoedema,01.09.01.006;24.09.01.001
Infusion site irritation,08.02.05.010;12.07.05.011
Electric shock,12.01.08.032
Injection site haemorrhage,08.02.03.005;12.07.03.005;24.07.01.010
Hepatomegaly,09.01.05.001
Hypoventilation,22.02.01.007
Lyme disease,11.02.17.001;15.03.03.006;17.06.09.002;23.11.02.013
Abnormal sleep-related event,17.15.02.007;19.02.03.009
Menarche,26.03.01.004
Fructose intolerance,07.17.01.005;14.02.02.002
Venous pressure jugular increased,13.14.02.010
Systolic hypertension,24.08.02.007
Haematospermia,21.03.03.003;24.07.03.008
Spinal fracture,12.04.04.002;15.08.05.001
Skin discolouration,23.03.03.005
Panniculitis,10.01.03.024;23.07.02.002
Vaginal mucosal blistering,21.08.01.012
Walking disability,26.01.01.009
Retroperitoneal fibrosis,07.07.03.003;10.02.01.026;20.06.01.006
Suicidal ideation,19.12.01.003
Stress at work,26.07.01.001
Spinal compression fracture,12.04.04.001;14.04.04.003;15.08.05.004
Acute stress disorder,19.06.06.001
Hepatitis toxic,09.01.07.017;12.03.01.016
Heat exhaustion,12.05.01.003;12.05.01.001;24.06.02.009
Fluoride increased,13.17.02.007
Hamartoma,03.02.01.006;16.02.02.008
Chapped lips,07.05.01.004
Traumatic lung injury,12.01.18.007;22.01.02.013
Retinoic acid syndrome,08.01.07.016;12.03.01.063;16.32.03.037;22.02.01.036
Convulsion neonatal,17.12.03.038;18.04.04.019
Non-Hodgkin's lymphoma,01.17.01.001;16.35.01.001;01.15.02.001;16.28.02.001
Lichenification,23.03.08.010
Hyperthyroidism,05.02.02.001;14.11.01.011;05.02.02.010;14.11.01.057
Hepatic congestion,02.05.04.018;09.01.06.027
Food intolerance,14.02.01.005
Mesenteric vascular insufficiency,07.15.02.010;24.04.08.011;07.15.02.001;24.04.08.001
Compulsive shopping,19.06.05.004
Adrenergic syndrome,17.05.01.015
Bovine tuberculosis,11.04.01.007
Learning disorder,19.21.05.001;19.21.05.002
Brain cancer metastatic,16.30.04.001;17.20.04.001
Sputum increased,22.02.03.007
Mania,19.16.02.002;19.16.01.002;19.16.01.003
Venous thrombosis limb,24.01.02.009
Arthropod sting,12.01.08.023
Neutrophilia,01.02.01.005
Stereotypy,17.01.02.016;19.11.03.006
Blood bicarbonate increased,13.02.01.036
Haematemesis,07.12.02.002;24.07.02.011
Increased tendency to bruise,01.01.03.005;23.06.01.009;24.07.06.012
Peripheral motor neuropathy,17.09.03.004
Atrioventricular dissociation,02.03.01.012
Polymorphic light eruption,23.03.09.008
Injection site coldness,08.02.03.023;12.07.03.023
Clostridium colitis,07.19.01.011;11.02.02.005
Alkalosis hypokalaemic,14.01.02.002
Febrile convulsion,08.05.02.009;17.12.03.004
Skin striae,23.01.05.002
Haemorrhage in pregnancy,18.02.01.003;24.07.03.015
Gingival hyperplasia,07.09.13.008
Lichenoid keratosis,23.01.01.004
Cataract diabetic,05.07.01.003;06.06.01.006;14.07.01.003
Hepatic artery thrombosis,09.01.06.005;24.01.03.002
Optic nerve cupping,06.09.02.003
Budd-Chiari syndrome,09.01.06.001;24.01.03.001;09.01.06.002;09.01.06.012;12.02.09.039;24.01.03.004;24.04.07.002
Ergot poisoning,12.03.01.028
Diabetic autonomic neuropathy,05.07.04.004;14.07.04.004;17.05.01.017;05.07.04.003;05.07.04.010;14.07.04.003;14.07.04.010;15.05.05.018;17.09.04.002;17.09.04.008
Substance-induced psychotic disorder,12.03.01.053;19.03.01.007
Effusion,08.01.03.052
Adenocarcinoma pancreas,07.21.09.003;16.13.10.002
Complications of transplant surgery,12.02.09.007
Laryngotracheal oedema,10.01.05.011;22.04.02.005;23.04.01.011
Ataxia,08.01.02.004;17.02.02.001;17.02.02.004
Left ventricular dysfunction,02.04.02.011
Vaginal ulceration,21.08.01.006;23.07.03.005
Myocarditis,02.04.03.001;02.11.03.001
Intermittent explosive disorder,19.18.01.006;19.18.01.007
Dwarfism,05.03.02.002;15.02.03.005
Lymphocytosis,01.02.01.003
Ear malformation,03.13.02.001;04.06.02.001
Cerebral artery embolism,17.08.01.001;24.01.04.001
Lichen planus,23.03.08.001
Nephrolithiasis,20.04.01.002
Cardiac failure acute,02.05.01.005
Temperature intolerance,08.01.09.022
Procedural hypertension,12.02.05.037;24.08.02.012
Abnormal labour,18.07.02.001
Labile blood pressure,24.06.01.001
Thyroxine free decreased,13.10.06.009
Myasthenia gravis,10.04.05.001;15.05.08.001;17.05.04.001
Parkinson's disease,17.01.05.010
Blood prolactin decreased,13.10.03.012
Epidermal growth factor receptor decreased,13.23.01.002
Flight of ideas,19.10.03.007
Cheilitis,07.05.01.001;23.03.03.025
Electrocardiogram T wave abnormal,13.14.05.009
Spine malformation,03.11.04.007;15.11.04.007
Blood osmolarity increased,13.11.02.003
Reperfusion injury,12.02.01.003;24.03.02.012
Joint instability,15.01.08.007;15.01.08.020
Blood copper decreased,13.11.01.043
Post procedural haematoma,12.02.05.035;24.07.01.052
Diabetic foot infection,05.07.06.002;11.01.12.013;14.07.06.002;17.09.04.007;23.07.03.009;24.04.05.008
Influenza,11.05.03.001;22.07.02.001
Disturbance in attention,17.03.03.001;19.21.02.002
Neuritis,17.09.03.001;17.09.03.003;17.09.03.012
Hand dermatitis,23.03.04.032
Dentofacial anomaly,03.11.05.001;07.09.08.002;15.11.05.001
Crying,08.01.03.005;12.02.11.001;17.02.05.013;19.04.02.002
Penile swelling,21.12.01.006
Antinuclear antibody positive,13.06.01.003
Facial neuralgia,17.04.08.001
Narcolepsy,17.15.01.002;19.02.02.002
Pupils unequal,06.05.03.013;17.02.11.009
Troponin increased,13.04.01.004
Calciphylaxis,14.04.01.012
Presyncope,02.11.04.013;17.02.05.009;24.06.02.010;02.11.04.015;15.05.04.018;17.02.04.008;17.04.06.001;17.05.02.016;24.03.04.002;24.06.02.012
Pathological gambling,19.07.06.015
Pelvic abscess,11.01.08.025;21.10.03.006
Bundle branch block,02.03.01.009;02.03.01.007;02.03.01.011
Neutropenic infection,01.02.03.009;11.01.08.024
Bladder necrosis,20.03.01.017;24.04.09.006
Urine abnormality,20.02.01.013
Herpes simplex,11.05.02.001;23.11.05.004
Flatulence,07.01.04.002
Agranulocytosis,01.02.03.001;01.02.03.003
Dreamy state,17.12.02.001
Subconjunctival cyst,06.12.01.002;16.34.01.002
Gas gangrene,11.02.02.008;23.11.02.010;24.04.05.009
Cardiovascular insufficiency,02.11.01.011;24.06.03.005
Asphyxia,12.01.08.011;22.02.02.001
Blood prolactin increased,13.10.03.002
Acute generalised exanthematous pustulosis,10.01.01.034;11.07.01.018;12.03.01.005;23.03.10.002
Evans syndrome,01.06.01.002;10.04.01.003
Congenital absence of bile ducts,03.19.01.001;09.02.03.002
Mesothelioma,16.39.01.001
Hypokalaemia,14.05.03.002
Warm type haemolytic anaemia,01.06.01.008;10.04.01.012
Incontinence,07.01.06.011;17.05.01.006;20.02.02.004
Idiosyncratic drug reaction,08.06.01.002
Sideroblastic anaemia,01.03.02.009
Electrocardiogram T wave inversion,13.14.05.007
Bradycardia foetal,02.03.02.018;18.03.02.006
Pulmonary alveolar haemorrhage,22.01.02.005;24.07.01.015
Pelvi-ureteric obstruction,20.01.05.003
Skeletal injury,12.01.08.025;15.02.04.018
Adnexa uteri mass,21.07.04.005
Facial bones fracture,12.04.05.005;15.08.04.004
Binge eating,19.09.01.001;14.03.03.001;19.09.01.006
Respiratory disorder,22.02.07.002
Coagulopathy,01.01.02.001
Pelvic haemorrhage,12.01.09.013;21.07.04.007;24.07.03.016
Buccoglossal syndrome,07.14.02.010;17.01.02.013
Angina unstable,02.02.02.004;24.04.04.004
Myalgia,15.05.02.001
Drug tolerance decreased,08.06.01.024
Stress fracture,12.04.02.003;15.08.02.002
Renal neoplasm,16.08.03.001;20.01.04.004;16.08.02.001;20.01.04.002
Gastrointestinal fistula,07.11.05.001
Coagulation factor decreased,13.01.02.016
Nasal inflammation,22.04.04.002
Fungal peritonitis,07.19.05.005;11.03.05.016
Cholangiocarcinoma,09.04.02.009;16.07.01.002
Iron deficiency,14.13.02.002
Allodynia,17.02.07.017;17.02.06.004;23.03.03.080
Hypotony of eye,06.08.03.004
Viral diarrhoea,07.19.02.008;11.05.04.012
Pericardial effusion,02.06.01.002;02.06.01.003;24.07.01.013
Herpes simplex hepatitis,09.01.09.002;11.05.02.006
Dementia,17.03.01.001;19.20.02.001
Barium impaction,07.13.01.010;12.02.03.013
Glomerulonephropathy,20.05.03.005
Premature labour,18.07.01.002
Anaplastic astrocytoma,16.09.04.001;16.30.01.002;16.30.02.007;17.18.04.001;17.20.01.002;17.20.02.007
Erythropenia,01.07.02.001
Chest discomfort,02.02.02.009;08.01.08.019;22.12.02.002
Ventricular tachycardia,02.03.04.010
Tendon injury,12.01.07.012;15.07.01.010
Aerophagia,07.01.04.004
Blood cortisol increased,13.10.09.014
Atrioventricular block complete,02.03.01.003
Injection site exfoliation,08.02.03.030;12.07.03.030;23.03.07.008
Bone sarcoma,15.09.03.001;16.29.03.001
Scab,23.03.03.004
Biliary colic,09.02.01.001
Lactic acidosis,14.01.01.002
Myelitis,11.01.03.007;17.06.02.001
Acute yellow liver atrophy,09.01.07.026
Menstruation delayed,05.05.01.010;21.01.02.003
Erectile dysfunction,19.08.04.001;21.03.01.007
Blood creatinine decreased,13.13.01.003
Gastric polyps,07.20.01.003;16.05.03.001
Chest pain,02.02.02.011;08.01.08.002;22.12.02.003
Polyhydramnios,18.05.01.002
Carotid bruit,13.14.06.001
Blood oestrogen increased,13.10.05.007
Vasospasm,24.04.02.002
Blood electrolytes decreased,13.11.02.007
Injection site reaction,08.02.03.014;12.07.03.015;08.02.05.005;12.07.05.006
Fibrosis,08.03.01.001
Peritonsillitis,11.01.13.021;22.07.03.024
Toxicity to various agents,12.03.01.046
Congenital central nervous system anomaly,03.10.02.004;17.19.01.003
Sputum purulent,11.01.09.009;22.02.03.008
Cardiovascular disorder,02.11.01.010;24.03.02.009
Skin exfoliation,23.03.07.003
Performance status decreased,08.01.03.042
Hydrocele,03.03.01.004;21.12.02.003
Cardiac valve disease,02.07.02.001
Urine electrolytes abnormal,13.11.02.009
Tunnel vision,06.02.07.005;17.17.01.013
Spinal haematoma,12.01.13.005;17.08.01.037;24.07.04.019
Oral mucosa erosion,07.05.06.009
Scrotal pain,21.12.02.004
Drug intolerance,08.06.01.013
Autoimmune haemolytic anaemia,01.06.01.004;10.04.01.005
Device related sepsis,08.07.01.004;11.01.11.008
Fontanelle bulging,17.02.05.006;18.04.04.001
Tearfulness,19.15.02.005
Mediastinitis,11.01.08.027;22.09.03.002
Blood chloride decreased,13.11.01.004
Blood creatine phosphokinase MB increased,13.04.01.006
Poor peripheral circulation,24.04.03.013
Antinuclear antibody increased,13.06.01.004
Tongue disorder,07.14.01.002
Pulmonary vasculitis,10.02.02.020;22.01.01.018
Platelet count decreased,13.01.04.001
Vertigo CNS origin,17.02.12.005
Nephrosclerosis,20.05.03.007
Tongue neoplasm malignant stage unspecified,07.21.07.003;16.13.07.003
Atypical pneumonia,11.01.09.012;22.07.01.010
Peliosis hepatis,09.01.07.010
Drug effect prolonged,08.06.01.054
Cutaneous lupus erythematosus,10.04.03.007;15.06.02.007;23.03.02.008
Lenticular pigmentation,06.06.05.002
Vasodilation procedure,25.03.01.001
Blindness unilateral,06.02.10.007;17.17.01.016
Ultrasound breast abnormal,13.20.03.002
Diabetic neuropathy,05.07.04.003;14.07.04.003;17.09.04.002;05.07.04.004;05.07.04.010;14.07.04.004;14.07.04.010;15.05.05.018;17.05.01.017;17.09.04.008
Submandibular mass,08.03.05.011;15.03.05.021
Hepatitis C antibody positive,13.08.03.002
Arthritis,15.01.01.001;15.01.01.005
Anal inflammation,07.03.03.004
Chronic myeloid leukaemia,01.10.07.001;16.01.07.001
Endometrial hypertrophy,21.07.01.003
Infusion site erythema,08.02.05.008;12.07.05.009;23.03.06.016
Neuromuscular toxicity,12.03.01.030;17.05.03.008
Dermatitis diaper,21.10.01.016;23.03.04.005
Asthenia,08.01.01.001
Neuromuscular block prolonged,12.02.20.008;17.05.04.005
Glomerulonephritis,10.02.01.006;20.05.01.001
Panophthalmitis,06.04.05.005
Pelvic venous thrombosis,24.01.02.008
Foetal distress syndrome,18.03.02.003
Anorectal disorder,07.03.01.001
Pityriasis lichenoides et varioliformis acuta,10.04.02.010;23.03.08.002
Trichotillomania,19.06.05.007;23.02.06.010
